userName,score,content
Pengguna Google,1,"sangat buruk... jangan pake jasa pinjm uang di Tokopedia ,data lu bahaya,"
Pengguna Google,4,baik
Pengguna Google,1,tidak bisa refund!...
Pengguna Google,5,gratis ongkir terus.. mantappp
Pengguna Google,1,"info hapus akun,bisa apa enggak? masak ajukan komplain bisa dilakukan 48jam setelah estimasi maksimal,busyet,maaf ya mending beralih ke marketplace lain"
Pengguna Google,1,"giliran bayar pake gopay barangnya datengnya lama, giliran cod cepet, ini mau komplain gimna tokopedia center stuck di loading terus!!!!!"
Pengguna Google,5,bagus
Pengguna Google,1,mending ke Shoppe bang wkwkwk si ijo ampas
Pengguna Google,1,"tidak bisa melindungi konsumennya, admin susah di hubungi. hapus aja aplikasi begini"
Pengguna Google,1,"aplikasi bagus tapi dikerjakan orang gak profesional. kurir bermasalah, seller bermasalah, tokopedia care bermasalah. parah"
Pengguna Google,5,nyoba
Pengguna Google,5,bagus toko pedia semoga selalu memberi kenyamanan pembeli/ konsumen dan membantu kebutuhan masarakan di indonesa dan konsekwen bijaksana 👍👍💪💪💪💪💗💗
Pengguna Google,4,bagus
Pengguna Google,4,Cukup membantu dalam belanja online..tolong dijaga amanahnya saja...
Pengguna Google,1,sangat tdk rekomendasi Pengembalian dana tdk ada konfirmasi dahulu kirim kemana parah
Pengguna Google,1,Sistem terlalu berpihak pada penjual. Pembeli cenderung dirugikan. Proses pembatalan pesanan harus dikonfirmasi dulu oleh penjual? Tolol atau bagaimana? Jelas-jelas dalam hal ini penjual tidak kooperatif. Seandainya ga terpaksa mah sudah saya hapus ini aplikasi dari hp saya.
Pengguna Google,1,ga jelas tokopedia care masalahnya apa yang di jawab apa wah kacau
Pengguna Google,1,"tolong ya untuk tokopedia jangan gunakan kurir sicepat kedaerah pagelaran cianjur jawabarat,,tu kurir kaga bener masa paket udah dikurir tinggal nganter malah dibawa return lagi,,lemot lagi udah bbrapa hari blm sampe2 kerumah,malah di return...saya udah bela2in ada dirumah dari 2hari yg lalu..dia wa mohon siapkan uang...tapi ditunggu2 ga ada...di wa malah ga dibales.. mnding gunakan JNE atau J&T"
Pengguna Google,1,"proses pengirimannya lambat, terutama dari penjual ke kurir. prosesnya gk jelas dan terkesan seenaknya."
Pengguna Google,5,belanja tercepat tanpa ribet..satset
Pengguna Google,1,"CS nya kurang responsif, tokopedia care tapi kurang care 👎"
Pengguna Google,5,"Saya sih aman aman aja tuh..., saya tambah kekurangan yg mudah²an bisa di tambahkan, yaitu soal Lacak tdk menggunakan google map... tolong di tambahin biar kyk aplikasi sebelah..."
Pengguna Google,1,"sekarang customercarenya terjadi gangguan sudah 2hari, dan batas waktu yang diberikan hampir habis ini sangat merugikan makin mengecewakan, dan dapat balasan untuk menghubungi tokopedia care kembali lagi ke masalah diatas"
Pengguna Google,1,"penyelesaian masalahnya gak guna, kurir rekomendasinya seenaknya, pelayanan gak jelas"
Pengguna Google,4,keren.
Pengguna Google,1,"opsi alamat kurang jalan dan gang, nyusahin kurir ama pembeli."
Pengguna Google,5,bagus
Pengguna Google,4,tolong segera tindak lanjuti bila adalaporan penjual yg tidak amanah
Pengguna Google,1,aplikasi gabisa di buka suuu
Pengguna Google,5,praktis
Pengguna Google,3,bagus
Pengguna Google,2,banyak fungsi yang berguna tadi nya ada jadi tidak ada. misal sort berdasarkan jarak dan filter 2 barang dalam 1 toko. dll
Pengguna Google,5,mantaplah
Pengguna Google,5,Dulu suka belanja disini..tp sudah 2x mulai ada seller2 nakal berkedok promo jualan ga sesuai deskripsi jadi males belanja disini.Tolong dsediakan cust care yg bisa chat langsung dg CS mengenai pengajuan komplain atau laporan2 terkait seller nakal yg mengirim barang tidak sesuai deskripsi agar bisa cepat di tindak lanjuti.sayang jika reputasi tokopedia yg sdh bagus jadi jelek berkurang karena ulah seller2 yang nakal sperti ini.
Pengguna Google,5,mantap
Pengguna Google,5,Bikin menyenangkan untuk belanja di toko pedia 😍🤗😎
Pengguna Google,4,"hanya masukan klo bisa di jangkau sampe ke kepulauan, karna sudah banyak perahu online beroperasi"
Pengguna Google,5,mudah banget bayar'a
Pengguna Google,1,apk makin gak jelas..order barang bayi (popok mamypoko 3 dus) yg datang cesing hp..ikutin cara ajukan komplain malah byk bugsnya.. apa kah sengaja mempersulit komplain konsumen utk melindungi toko penipu nya disini ?????
Pengguna Google,1,"Sebagai seller, produk dihapus tanpa pemberitahuan. Udah begitu sama di daftar produk masih ada dan tidak bisa dihapus sendiri. Kacau, tolong lah sistemnya diperbaiki"
Pengguna Google,1,"bintang satu gan, hati2 transaksi di aplikasi ini terutama melalui virtual bank atau lain nya yg bayar duluan,rawan oknum2 nakal di dalam nya... pengalaman saya 2 hari lalu , beli komik 1 set harga total semua termasuk ongkir Rp 528.300 via bank ternyata di cancel alasan tidak masuk akal juga karena ongkir kosong terus dana yang di refund tidak full cuman Rp 364.900 otomatis Rp 163.400 ntah kemana...sudah komplen ke cs nya tidak ada tanda2 bakal serius di balikin seolah2 sistem nya sudah benar"
Pengguna Google,5,ajib euyy
Pengguna Google,3,lelet upload konten affiliate
Pengguna Google,5,apk nya bagus barang nya juga bagus tidak ada penipuan
Pengguna Google,2,astaghfirullah beberapa kali belanja di sini banyak toko yg tidak amanah... voucher hilang begitu saja. semoga bisa menjadikan koreksi dalam memilah seller yg amanah
Pengguna Google,2,"baru aja kemaren kena tipu oleh toko penjual di tokped, masa order minyak satu dus yang datang casing handphone"
Pengguna Google,5,menurut saya sih Uda bagus ini apk nya dan kalo beli bisa cod cuman tolong kalo paket udah mau di kirim kasih no kurir nya soalnya susah kalo mau ngasih tau alamat kita atau paket ga Dateng Dateng tinggal cet kurirnya KLO ga ada no kurir kan ga bisa cet itu aja sih
Pengguna Google,1,sangat kecewa dengan tokopedia saya beli 2 barang promo tpi waktu saya co barang yg dikirim tidak sesuai dan link produknya sudah dihapus
Pengguna Google,5,"bagus si cuma ituu dana refundnya kenapa ga bisa masuk rekening ku huhuhu, ini seharusnya toko toko kalo stok habis ada tulisannya, ini ga ada samsek, tb tb abis bayar, kecancel langsung."
Pengguna Google,5,bagus
Pengguna Google,1,"Pengiriman lama tidak seperti dulu , sat set.sat set. Jadi bintangnya turun deh, belum lagi banyak seller (penjual) tidak profesional , maen cancel sepihak, mau ngirim paket berbelit-belit, tidak seperti toko online sebelah."
Pengguna Google,1,"aduh nyesel saya melaporkan tindakan penjual yang akan melakukan penipuan, malah akun tokopedia saya di blokir, ngga bisa buat transaksi sama sekali, ini kenapa tokopedia care respon sangat lambat banget sie, kerja ngga sie"
Pengguna Google,1,tolong ya untuk kurir2nya diusahain pada jujur sampe 3x loh dapat kurir ga beres kalau perlu tuh cantumin nama kurirnya kaya di apk lain masa iya paket org di buka trus diambil 1 pack seharga 100rb dipacking ulang kasihan woi penjual nya yang lain pesan paket udah bayar trus pura2 ke depan rumah foto malam2 jam 9 tapi paketnya diambil sendiri sama dia hadeuh tokped merugikan penjual dan pembeli inimah cuma gara2 kurir ga jelas
Pengguna Google,4,"mohon chat ke penjual bisa di hapus biar tidak penuh ram khawatir jadi berat kinerja topednya soalnya menyimpan data², dan tolong di perbaiki ngeblanknya"
Pengguna Google,5,alasan nya karna istri
Pengguna Google,3,"promonya sih sudah Bagus tapi kurirnya itu loh katanya kurir rekomendasi tapi lelet, sudah mahal lelet bgt ga kek toko sebelah padahal gue kalo belanja ditoko sebelah walaupun jasa kirimnya sama tapi ga lelet kek beli ditoko ini, perbaiki lah"
Pengguna Google,5,ok lah
Pengguna Google,1,"tokopedia ga seperti dulu lagi kebanyakan seller cuma pajang barang tapi stoknya kosong.parah banget. pesan barang kosong, tidak di kirim.buang2 waktu"
Pengguna Google,5,sangat baik dan cepat jg mudah
Pengguna Google,5,good
Pengguna Google,5,cukup membantu
Pengguna Google,5,ok
Pengguna Google,5,mantabs
Pengguna Google,5,Paket berhasil sampai dengan baik
Pengguna Google,1,makin hancur... apalagi nanti mei seller hrs nunggu 6 hr spy duit cair... preer
Pengguna Google,1,uang refund saya ga di balikin cs nya jawab nya cuman 1x sehari gilaaa GAA REKOMEND BUAT BELANJA DI SINI MENDING SHOPE AJAA YAHH WEHHH
Pengguna Google,5,"pelayanannya baik ,mudah ,dan cepat sampai"
Pengguna Google,3,"Mohon untuk riwayat chat di aplikasi tokped penjual maupun aplikasi tokped seller bisa diaktifkan lagi pilihan menu hapus chat, sangat mengganggu sekali."
Pengguna Google,2,gk banyak promo
Pengguna Google,4,"untuk penjualnya, jujur lah, klo barang emg kondisi gambling, bilang aja gambling, beli hp bilangnya normal, yg sampai ke saya hp blank, putih semua, ga muncul tulisan apa2"
Pengguna Google,5,so far so good...lah
Pengguna Google,1,buruk
Pengguna Google,5,Tingkatkan terus update layanan untuk pelanggannya
Pengguna Google,1,"pengiriman lambat, padahal sudah hampir 3 hari sampai di kota ku, sampai sekarang blum sampai"
Pengguna Google,1,pengiriman lama dari tanggal 4 sampai 11 belum di kirim jir 🤣
Pengguna Google,1,apk parah.paylatter kadang muncul kadang hilang pdhl member sudah lama saya
Pengguna Google,5,Mantap Mantap aangat membantu
Pengguna Google,5,mempermudah berbelaja
Pengguna Google,1,"pengalaman beli ditoko ini cek out dr sebelum lebaran udh 2 mingguan kali barang ga dtg"" katanya dikirim tp ga sampe mending bli di toko Oren di cancel gabisa orang dibikin nunggu! g bgt👎"
Pengguna Google,5,terima kasih
Pengguna Google,5,belanja jadi menyenangkan
Pengguna Google,5,walaupun voucher nya dikit lumayan la
Pengguna Google,1,"giliran dpt promo murah,barang tidak dikirim"
Pengguna Google,2,tidak Recommended beda sama lapak sebelah...ini AQ baru beli dpt diskon batal otomatis semua seperti permainan aja
Pengguna Google,3,kenapa sekarang gak ada gratis ongkir dan pengiriman dari jasa kirim lambat sampai?
Pengguna Google,1,"Tokopedia yang beli costumer, yang nerima costumer. masa komplain costumer udah full bukti penjual yang menang. Jaminan pembeli untuk barang tidak sesuai. Masih buruk bnget. Beda ma sebelah yg orange"
Pengguna Google,1,"aplikasi bobrok. ngerugiin seller banget. klo sebagai seller jgn pake aplikasi ini. uang gak dapet, barang gak balik. bobrok"
Pengguna Google,1,"TOKOPEDIA sekarang agak ribet barang gk ada diskon jarang gratis ongkir , udah beda jauuuh dengan yang dulu itu sering diskon dan banyak Diskon sampek separuh harga barang nya , dah gitu cari apa aja lengkap gak seperti sekarang pengiriman juga gk seperti dulu ,,"
Pengguna Google,5,mantap
Pengguna Google,1,DISKON TOKOPEDIA makin gak jelas. beli 1 diskon 24%. tapi giliran beli 50pcs diskonnya jadi 4%..aplikasi apa ini. harusnya beli 1 harga normal. beli banyak dapat diakon besar...awas hati pengikut TOKOPEDIA harap perhatikan ketika mau CO. lebih transparan si ORANGE.
Pengguna Google,1,parah udah brp kali pesan batal otomatis sepihak lucu sekali padahal bnr² membutuhkan barang tersebut
Pengguna Google,5,bagus
Pengguna Google,1,loginnya tambahin lewat tiktok
Pengguna Google,5,Cukup Nyaman Buat Blanja ..Hanya Saja APL ini Masih Cukup Berat Buat Hp Rendah. kalo Bisa Adakan Versi Lite..
Pengguna Google,1,"bertahun tahun pake apk Tokopedia,,baru kali ini gangguan terus dr ngk bisa cari barang sekarang malah ngk bisa masuk,,kecewa bgt"
Pengguna Google,5,luar biasa terimakasih buat toped
Pengguna Google,5,Mantap
Pengguna Google,1,"pelayanan customer servicenya sangat lambat,saya kena orderan fiktif berupa cod enggak di bales chatnya,padahal barang masih ngestuck di gudang jakarta pusat,dan perlu di bantu untuk di batalkan agar bisa dikirim ke alamat saya oleh tokped (kata orang jnenya),parah mending beralih ke toko oren aja"
Pengguna Google,5,sangat murah dan banyak promonya trimakasih tokopedia
Pengguna Google,5,kenapa sekarang tidak bisa menghapus chat antara penjual & pembeli ya?
Pengguna Google,5,bagus aplikasinya☺️
Pengguna Google,4,"saya kasih bintang 4 aja karna masih banyak yg harus di perbaiki di app ini, 1. pesan / chat yg tidak bisa di hapus. 2. status pengiriman yg late update nya atau sulit utk melacak karna tdk ada nya map secara online seperti toko sebelah 3. banyak toko yg tidak update stok nya / tidak ada stok tapi masih di jual 4.layanan customer care yg kurang update karna cuma cek system masih proses dia ikut jawab proses bukan bantu untuk tekan ke penjual atau kurirnya. 5. masih banyak toko yg tdk responsif"
Pengguna Google,5,ok
Pengguna Google,5,sangat baik
Pengguna Google,2,bagus tapi susah buat cod
Pengguna Google,1,saldo gopay menguap secara ajaib setelah buka aplikasi Tokopedia. #pastiadajalan mencuri saldo pelanggan. #pastiadajalan untuk melarikan diri dari tanggung jawab. #pastiadajalan untuk tetap menipu pelanggan.
Pengguna Google,5,mantap
Pengguna Google,2,Separah itu kah kurir Tokopedia dari tgl 04 sampe Tgl 11 blm datang hmmm BUTA MAP
Pengguna Google,5,seler² terbaik
Pengguna Google,5,Tksh karena dana'x masih bisa digunakan
Pengguna Google,5,mntap
Pengguna Google,5,Kenapa android 5 tidak bisa instal aplikasi ini
Pengguna Google,5,saran untuk tokped mending expedisi J&T di hapus aja expedisi ngga jelas pesen paket udh 2x segitu cod malah tidak dikirim
Pengguna Google,5,Gabisa masuk
Pengguna Google,5,jos
Pengguna Google,1,tidak di sarankan membeli dimarketplace ini..kurir kayak keong.
Pengguna Google,1,lama lama seperti pedagang kaki lima.. pesanan kebanyakan di cancel.. lebay
Pengguna Google,5,the best
Pengguna Google,3,pindah akun ke handphone baru saja susahnya minta ampun. verifikasi whatsaap gk dikirim2 berkali-kali nunggu 1 jam. payahhhh.....
Pengguna Google,2,"Jeleknya aplikasi tokopedia sekarang kalau keluar dari 1 toko pasti ngerefresh dan kembali ke awal lagi walaupun sudah scroll sampai bawah, jengkelin sekali.."
Pengguna Google,5,sangat cepat
Pengguna Google,1,"komplain tidak di tanggapi, banyak seller nakal merugikan konsumen tidak di tandak lanjuti. harusnya di keluarin dari aplikasi untuk seller yang nakal"
Pengguna Google,5,sudah. bagussssssssss!!!!!!!!
Pengguna Google,1,"sistem nya kagak jelas, tiap pesan instan, ada aja drama nya. proses pencarian kurir pun 1 jam lebih."
Pengguna Google,5,masalah sudah diselesaikan. thanks
Pengguna Google,5,semoga bisa membantu saya dalam keuangan
Pengguna Google,5,MANTUL
Pengguna Google,3,baik
Pengguna Google,1,"terpaksa saya komplen lewat Sini.. tokopedia banyak mavia nya mungkin sudah kerja sama dengan TOKO penjual. saya pesan barang 2 yg di antar 1. dan saya merugi perihal nominal juga lumayan.. tidak ada solusi dan tidak ada tindak lanjut untuk pengembalian barang.. saya KAPOK belanja di toko pedia customer toped tidak merespon dan tidak membantu bahkan keluhan saya di abaikan,.,.,.,., saya ga iklas dan saya ga rido"
Pengguna Google,5,"penarikan / withdraw terlalu lama, jadi mikir dua kali kalau beli lagi nantinya, pengembalian dana masuk saldo tokped, mau ditarik malah lama, jdi ga jdi jadi buat beli ulang karena uangnya nyangkut, ini gmna ya allah"
Pengguna Google,4,saya sering belanja onlen lewat shoppy kali ini ingin belanja lewat aplikasi lain yaitu toko pedia
Pengguna Google,1,mengapa sekarang diskusi pertanyaan seputar produk dihilangkan? hanya via japri seller saja.
Pengguna Google,1,"no hp lama sudah hilang dan oleh provider dijual ke orang lain, ubah ke no baru susah minta ampun, tutup akun juga harus verif, ribet"
Pengguna Google,4,Semoga aman Semoga aman
Pengguna Google,3,bisa buat beli kucing ga si
Pengguna Google,5,good
Pengguna Google,5,aplikasi yg bagus dan membantu
Pengguna Google,5,Aduh
Pengguna Google,5,apk bagus
Pengguna Google,3,oke
Pengguna Google,5,Tokopedia adakah toko terbaik jual beli barang bekas. no tipu-tipu no drama komunikasi juga mudah terimakasih Tokopedia semoga kedepannya makin besar. dan bisa berkerjasama dengan toko online bekas lain di luar negeri.
Pengguna Google,1,di curangin saya. gopay coin tidak di kasih. padahal jelas2 saya sudah ngajak teman sampai 4 org dan sudah pada belanja tapi gopay coin ga didapatkan hingga saat ini.
Pengguna Google,1,pesanan lama samapi tidak bisa dibantu
Pengguna Google,4,Beli barang di dalam kota malah di bawa oleh pihak expedisi keluar kota😅
Pengguna Google,1,parah...
Pengguna Google,4,"keren, smoga makin barokah masyarakat aplikasi Tokopedia ."
Pengguna Google,5,mantapp
Pengguna Google,2,"Tokopedia mohon ditertibkan para penjualnya, mana yang beneran jualan mana yang hanya cek ombak doang. Sudah dibayar namun diabaikan sama penjualnya sampai Batal Otomatis, sudah dichat tidak ada respon. Minimal dikasih sanksi lah, bikin konsumen kecewa"
Pengguna Google,5,semoga tepat waktu
Pengguna Google,5,ancen jossss👍👍👍👍👍👍
Pengguna Google,1,"saya mau komplain barang error terus, jadinya saya gabisa komplain dan ketipu. payah emang Tokopedia ini"
Pengguna Google,5,bagus
Pengguna Google,5,mantap simple
Pengguna Google,1,"payah ngk di seleksi toko2 nakal, beli minyak yg dateng casing hp, sudah di komplain penjual kasih alamat tidak jelas, sudah chat care kalo toko indikasi penipuan,tokped ngk ada solusinya"
Pengguna Google,2,"gabisa ngebatalin anjir, udah gitu lama pengantaran nya, bonus nya juga ga ada, kek Shopee"
Pengguna Google,1,APLIKASI TIDAK AMAN. MASA GOPAY LATER SAYA BISA DIBOBOL ORANG YANG PAKAI APLIKASI MITRA TOKOPEDIA PADAHAL SAYA TIDAK PERNAH INSTALL BAHKAN TIDAK TAU KALO ADA APLIKASI MITRA TOKOPEDIA BISA LOGIN PAKAI GOPAY LATER SAYA
Pengguna Google,5,belanja mudah dan harga ekonomis
Pengguna Google,5,mantappppppp
Pengguna Google,1,sekarang tidak ada gratis ongkirnya.meskipun toko ada logo gratis ongkir tapi ketika CO tetap bayar ongkir.udah gitu ketika CO pagi ini maka barang baru dikirim besok sore bukan di kirim di hari yang sama.terlalu lama prosesnya tidak seperti aplikasi S dan L yang begitu CO sebelum jam 12 langsung si kirim hari itu juga.sangat kecewa dengan layanan ini.
Pengguna Google,3,"sejak ditinggal founder tokped jd kacau! jarang kasih vc diskon. Refund biaya daftar kartu debit gk pernah ada ! Refund dana pembatalan/komplain retur hrs tunggu 14hari kerja kdg belum masuk jg... Alasan refund jg opsi terbatas. Pembatalan nunggu otomatis lama sementara penjual masa 😵bodoh, jd ingat hrs chat dulu. Klaim asuransi makin ribet hrs isi form dan KTP asli. Adm Dylan jg kurang bs memberi solusi memuaskan. Cs ada telp tp gk kasih kompensasi ataupun perubahan trus gapain sih telp?!"
Pengguna Google,4,baik
Pengguna Google,1,"aneh sy pke paylaterya ga pernah nunggak, bayar sebelum jatuh tempo tpi di bekukan"
Pengguna Google,5,Tokopedia mantab keren
Pengguna Google,5,siiip
Pengguna Google,5,nyaman berbelanja
Pengguna Google,2,kenapa tidak bisa digunakan untuk tanyaDiskusi saat ingin membeli barang? .
Pengguna Google,5,aplikasi nya bagus dan jika pembelian gagal ada saldo refund
Pengguna Google,5,"""Efektif, efisien, tunggu cashbackannya. semoga keamanan data dapat terus dijaga!"""
Pengguna Google,2,masih sering blank putih. tidak bisa ngapa-ngapain kecuali di restart aplikasi nya. dan itu sangat mengganggu saat sedang melakukan pencarian barang harus mulai lagi dari awal.
Pengguna Google,1,Apakah Pihak Tolopedia tidak bisa Hiring SDM yg baik Untuk posisi CS ya? ada fitur bantuan Tokoedia tp Chat CS nya tidak pernah balas
Pengguna Google,4,bagus
Pengguna Google,5,lancar dan cepat
Pengguna Google,1,"sudah beli barang, tapi barang yg sudah di bayar gk datang"
Pengguna Google,5,"sukak, sejauh ini meskipun ongkir mahal dia pengiriman nya cepet dan pihak² ekspedisi nya gesit, admin olshop nya kalo ngirim barang juga di hari pemesanan itu juga, semoga tetap kek gini ya Tokopedia!! lopyu 🫰🏻😻"
Pengguna Google,1,"menggunakan kurir rekomendasi Tokopedia sangat sampah, berbeda dengan toko Orange. fitur customer service dan bantuannya sangat buruk sekali Tokopedia ini, jauh sekali dari toko Orange. perbaiki lagi customer service dan bantuannya itu, buruk sekali."
Pengguna Google,1,"saya ga tau ya yg bilang apk ini bagus siapa lemotttt lambatnya minta ampunn daahh ngirim paket aja masa estimasi 2 Minggu parah dah ini parah, apk kacauu ini apk atau kura² sih kok lambatttt"
Pengguna Google,5,oke
Pengguna Google,1,"gabisa verifikasi data diri pdhl udh pernah ngisi, udh pernah complain gada solusi dr pihak tokpednya kecewa!"
Pengguna Google,5,TOP
Pengguna Google,4,gopay later mendadak tak bisa buat transaksi.
Pengguna Google,2,"Min Tolong dong pengiriman nya lama banget,,nyobain pake instant respon seller nya parah...kapok ah ..."
Pengguna Google,1,Seller diperas
Pengguna Google,1,"pencairan dana buat penjual.6 hari bila pembeli tidak klik selesai transaksi...2 hari aja,sy udah pusing..apalagi 6 hari"
Pengguna Google,5,bgus
Pengguna Google,5,Ok Yes
Pengguna Google,5,lemot
Pengguna Google,1,pengiriman lama. diaplikasi lain biasanya 3hari nyampe. ini 2minggu gak nyampe2. gak lagi2 dah beli ditokped
Pengguna Google,1,"sering kali orderan dibatalkan sistem nga 1,2 kali dibatalkan sistem, banyak buyer yang tidak bisa cek out"
Pengguna Google,1,"layanan care tentang pengaduan masalah tidak direspon dengan baik padahal ini penting ttg tagihan tokopedia cicilan 6 bulan yang tidak jelas keterangan dg barang apa rincian pembayaranx karna saya juga tdk melakukan paylater dg cicilan 6bulan, ini penipuan platform dr tokopedia apa gmna seakan membebankan ke pengguna, btw tagihanx di paylater apl tiktok"
Pengguna Google,2,"udah berapa kali pesan di tokopedia selalu pembatalan sistem & toko,, makin gak jelas"
Pengguna Google,4,"dulu saya maniak oren, ternyata lebih terpercaya tokped. semoga makin bagus kualitasnya"
Pengguna Google,5,mantab
Pengguna Google,5,blnja murah.ga ribet. sering beli ikan giling.usha kecil2an. Alhamdulillah. dpt toko dgn ikan giling segar. n amanah bgt sellernya.tks tokped
Pengguna Google,5,paling rekomended.
Pengguna Google,5,"semiga toko""nya amanah, tapi Alhamdulillah beres tepat waktunya"
Pengguna Google,5,wow... keren...
Pengguna Google,5,aplikasi nya bagus mudah untuk di pahami untuk belanja 👍
Pengguna Google,4,ok
Pengguna Google,1,"bukan nya berbenah makin bagus, malah tambah buruk pelayanannya"
Pengguna Google,5,"Udahan lah, setelah ini gamau pakai lagi. banyak bermasalah semua dan bikin kecewa. dari penjual yg di chat bilang barang ready setelah di order ga di proses sampai dibatalkan sistem, order barang tertulis tokonya daerah Tangerang dan posisi saya di Kalideres seminggu belum sampai. limit gopaylater juga gabisa dipakai padahal ga pernah telat bayar, selalu bayar sebelum tgl jatuh tempo. mau upload foto produk yg seminggu baru sampai tapi gabisa, aplikasi selalu tutup paksa saat upload foto"
Pengguna Google,5,"Saran untuk developer , tolong upayakan ekpedisi pengirimannya supaya bisa dipercepat layanannya... karena paket yang dikirim tidak hanya benda mati, tapi juga ada makhluk hidup... kasihan seller maupun buyer apabila pesanan paketnya terjadi hal yang tidak diinginkan karena terlalu lama proses pengiriman paketnya... terimakasih"
Pengguna Google,5,baik sekali
Pengguna Google,1,"ini aplikasi bener-bener deh! coba dong toko-tokonya di cek/saring, untuk kesekian kalinya saya belanja disini mengecewakan! ga jelas! tanya seller tentang pesanan tidak ada respon sama sekali , bahkan saya chat berulang tetap tidak di respon cuma di baca doang 👎 kalo mau promo yg jelas kenapa sih di toko-tokonya, selalu kaya gini dapat barang harga murah tapi tidak dikirim, ujung-ujungnya di batalkan sistem... saya selaku konsumen disini merasa ga nyaman banget belanja respon buruk begini!"
Pengguna Google,1,"bisa di perbaiki bug penilaian untuk barang , sering muncul lagi padahal sudah di beri penilaian dan yg lebih parah pembayaran langsung di tokopedia kenapa lama sekali mengkonfirm pembayaran sering terbatal sendiri gara2 tidak di konfirm"
Pengguna Google,1,"mhn info, kira2 sdh 2 minggu ini, setiap kali bertanya ke penjual ttg deskripsi barang, melalui menu ""tanya didiskusi"" di bawah deskripsi brg, selalu muncul ""koneksi internetmu tertanggu"". ini bukan hanya untuk bertanya saja, tp termasuk untuk memberi ulasan akan transaksi yg sdh selesai. mengingat ada transaksi yg tdk bisa saya beri ulasan. mohon penjelasan? terima kasih."
Pengguna Google,1,"tokopedia care tidak ada care''nya,chat cs gak ada respon padahal mau laporan kalau nomer yg terdaftar ditokopedia telah diganti orang sedangkan saya tidak merasa mengganti,beda banget sama sebelah yg cs'nya selalu merespon keluhan pengguna"
Pengguna Google,5,KEREN ...!!
Pengguna Google,5,bagusan sangat berguna
Pengguna Google,5,bagus pokoke
Pengguna Google,4,good
Pengguna Google,3,"aplikasi toped sering error di ponsel Infinix hot 50pro plus .....sering crash sendiri mohon untuk di tindak lanjuti .....Knapa keranjang sekarang di batasi 20... Jadi cari"" lagi...... Gratis ongkir nya sekarang koq sama jumlah silver - diamond"
Pengguna Google,5,Kualitas barang baguss 👍
Pengguna Google,5,mantappp euyy aplikasi ini... sangat memudahkan
Pengguna Google,5,tempat belanja menyenangkan
Pengguna Google,3,3 aja dlu
Pengguna Google,2,"Begitu susahnya memasukkan barang pilihan ke keranjang, error terus tanpa ada upaya perbaikan, udah berminggu² masih aja"
Pengguna Google,1,pengirimannya lama banget sumpahhh sumpah
Pengguna Google,5,bagus
Pengguna Google,5,the best
Pengguna Google,5,good
Pengguna Google,1,saya menjual barang dan buka toko di Tokopedia. dan bermasalah dari pembeli. tpu lemot bagt penanganan nya sudah satu Minggu di gantung tanpa kejelasn
Pengguna Google,1,FLASHSALE GIMMICK
Pengguna Google,5,"mantap bro, gitu dong cepat"
Pengguna Google,1,"Banyak penjual yang gak respon / banyak toko yang tidak aktif. Saya udah 3x terbatalkan sistem gara2 toko gak aktif. Seharusnya ada notif di shopee misal penjual gak aktif lama. Trus kalau pengajuan pembatalan harus nunggu respon sellernya kan jadi lama. Jelek banget dah , udah muak gara2 selalu dibatalkan sistem."
Pengguna Google,1,beberapa hari lalu belanja dibatalkan system tapi uang refund TDK utuh kepotong biaya layanan dan admin sangat merugikan sekali bikin kapok blanja di ijo mending dioren puas
Pengguna Google,1,merugikan sekali bberapa hari lalu pesanan dibatalkan system uang refund kembali tdk utuh kepotong biaya admin sama layanan bikin kapok belanja diijo mending dioren dijamin puas
Pengguna Google,1,"Refund di tokped adalah Refund paling BURUK yang pernah saya alami. Tidak langsung kembali ke sumber pembayaran tapi masuk ""Saldo Refund"", penarikan minimal 50.000 dan masih terpotong untuk biaya admin 2.900 menurut saya ini amat sangat merugikan customer, sudah rugi waktu karna barang terbatalkan, masih rugi uang karna saldo tidak kembali semestinya."
Pengguna Google,1,"nyambung ke CFS aja lama bgt,30mnt+ blm terhubung,beda jauh sama shopee yg gercep gk sampai bermenit-menit"
Pengguna Google,5,top
Pengguna Google,1,"ketika ada problem soal paket. tokopedia tidak menyediakan ruang untuk minta bantuan untuk follow up ke kurir. tokped hanya menyediakan robot dengan jawaban yg template. kami ini konsumen. tanpa kami, kalian tidak bisa menggaji karyawan. berikan kami pelayanan yg baik. ngerti!! Jangan sediakan kurir rekomendasi jika kurir tersebut bermasalah. lebih baik sy bayar ongkir tapi cepat sampai, daripada gratis ongkir, tapi lambat. bubarkan saja tokopedia!!"
Pengguna Google,5,bagus si tapi 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️
Pengguna Google,1,"Makin kesini makin memberatkan para seller, fee naik terus ditambah pencairan sekarang 6 hari apabila pembeli tidak mengconfrim belanjaannya.. Saya KECEWA dgn tokped yg sekarang"
Pengguna Google,2,masukan aja buat aplikasi ini. untuk toko yang sudah tidak aktif berjualan. mending langsung dibanned aja. bikin rugi waktu orang ajja. hadehh. udah bayar ga ada respon dari penjual. dan nunggu auto batal. parah.
Pengguna Google,5,sangat bagus
